date,code,name,open,high,low,close,volume,amount,ret20_pct,ma20,ma60,bias_pct,trend,market_signal,convex,nav_like,qdii,asset,premium_pb,pb_is_default,latest_signal,last_signal,profit_since_last_signal,momentum_rank,score,score_rank,status_mark,target_holdings
2026-07-10,588000.SH,科创50,2.334,2.386,2.204,2.209,47029319.0,10899194362.0,20.578602620087327,2.0962,1.8518166666666667,5.3811659192825045,↗,★,↘,1.508879781420765,False,china_equity,1.01,False,-,0615_B,19.08355795148249,1,32.578602620087324,1,√√√,印度|科创50
2026-07-10,159985.SZ,豆粕,2.16,2.173,2.124,2.144,2226764.0,476322849.0,5.66781665845244,2.0473000000000003,2.08085,4.723294094661257,↗,★,↘,1.678935003915427,False,commodity,1.07,False,-,0401_S,-,2,-985.3321833415475,4,×××,印度|科创50
2026-07-10,164824.SZ,印度,1.292,1.298,1.282,1.298,444485.27,57332088.0,2.689873417721511,1.30345,1.2946,-0.41812114005139733,-,-,↗,1.2577519379844961,True,overseas_equity,1.01,False,-,0624_B,-1.2927756653992373,3,12.689873417721511,3,×√√,印度|科创50
2026-07-10,513030.SH,德国,1.787,1.798,1.784,1.796,375735.0,67319596.0,0.3351955307262511,1.7816499999999997,1.7941333333333334,0.8054331658855718,↗,★,↗,1.5740578439964943,True,overseas_equity,1.02,False,-,0703_B,-1.9650655021834051,4,14.335195530726251,2,×××,印度|科创50
2026-07-10,513520.SH,日经225,2.373,2.384,2.343,2.343,1907127.51,451333607.0,-0.4249893752656275,2.4522,2.2426999999999997,-4.4531441154881275,-,●,↘,1.8565768621236132,True,overseas_equity,1.08,False,-,0708_S,-,5,-1009.4249893752657,12,√××,印度|科创50
2026-07-10,511380.SH,可转债,13.952,14.0,13.866,13.866,5769698.18,8054943228.0,-0.9500678619901448,13.974349999999998,14.11515,-0.7753491217838304,-,●,↘,1.334295612009238,False,bond,1.0,True,-,0520_S,-,6,-999.9500678619902,6,×××,印度|科创50
2026-07-10,159338.SZ,中证A500,1.304,1.317,1.281,1.282,26929674.0,3522063445.0,-1.0802469135802517,1.3087000000000002,1.2921,-2.0401925574998203,-,●,↘,1.3755364806866952,False,china_equity,1.0,True,-,0702_S,-,7,-1000.0802469135803,8,×××,印度|科创50
2026-07-10,520830.SH,沙特,0.883,0.887,0.883,0.885,339033.99,29998164.0,-1.3377926421404673,0.8946,0.9083500000000001,-1.0731052984573997,↘,●,↘,0.820964749536178,True,overseas_equity,0.99,False,-,0427_S,-,8,-1020.3377926421405,14,×××,印度|科创50
2026-07-10,513100.SH,纳指,2.181,2.189,2.171,2.174,1842337.41,401729423.0,-2.946428571428583,2.19795,2.1161166666666666,-1.0896517209217693,-,●,↗,2.5074971164936564,True,overseas_equity,1.07,False,-,0623_S,-,9,-1009.9464285714286,13,×××,印度|科创50
2026-07-10,563300.SH,中证2000,1.516,1.554,1.51,1.512,4598565.7,706692454.0,-3.076923076923077,1.58265,1.5767666666666669,-4.4640318453227135,-,●,↗,1.5334685598377282,False,china_equity,1.0,True,-,0601_S,-,10,-1000.0769230769231,7,×××,印度|科创50
2026-07-10,513050.SH,中概互联网,1.096,1.111,1.08,1.092,27556806.71,3022031490.0,-3.703703703703687,1.0266000000000002,1.1280500000000002,6.370543541788409,↗,●,↗,0.5234899328859061,True,overseas_equity,0.99,False,-,0511_S,-,11,-995.7037037037037,5,×××,印度|科创50
2026-07-10,512890.SH,红利低波,1.101,1.113,1.099,1.113,6720952.59,743793957.0,-3.886010362694292,1.1098500000000002,1.1530833333333335,0.2838221381267436,-,●,↗,1.6863636363636363,False,china_equity,1.0,True,-,0407_S,-,12,-1000.8860103626943,9,×××,印度|科创50
2026-07-10,162411.SZ,华宝油气,0.841,0.843,0.838,0.84,588112.19,49425761.0,-5.829596412556059,0.8224500000000001,0.8666,2.1338683202626108,-,●,↘,2.8668941979522184,True,commodity_equity,0.98,False,-,0525_S,-,13,-1004.829596412556,10,×××,印度|科创50
2026-07-10,518880.SH,黄金,8.551,8.587,8.538,8.541,2282915.24,1953497774.0,-8.062432723358437,8.59965,9.2525,-0.6820045001831532,-,●,↗,2.1888774987186057,False,commodity,1.0,True,-,0313_S,-,14,-1005.0624327233585,11,×××,印度|科创50
2026-07-10,159949.SZ,创业板50,1.926,1.939,1.826,1.826,14232171.3,2693473902.0,-8.562844266399605,1.9741500000000003,1.8959000000000001,-7.504495605703731,↘,●,↘,1.4122196442382058,False,china_equity,1.0,True,-,0702_S,-,15,-1027.5628442663997,15,×××,印度|科创50
