date,code,name,open,high,low,close,volume,amount,ret20_pct,ma20,ma60,bias_pct,trend,market_signal,convex,nav_like,qdii,asset,premium_pb,pb_is_default,latest_signal,last_signal,profit_since_last_signal,momentum_rank,score,score_rank,status_mark,target_holdings
2026-06-30,513520.SH,日经225,2.505,2.555,2.505,2.517,2625695,664636460.0,14.565316340464252,2.41295,2.175033333333333,4.3121490291966325,↗,-,↘,1.9944532488114104,True,overseas_equity,1.0,True,-,0525_B,14.46111869031379,2,27.56531634046425,1,√√√,日经225|科创50
2026-06-30,588000.SH,科创50,2.257,2.349,2.228,2.344,30844927,7100428840.0,22.658294086865503,1.9313000000000002,1.7460666666666667,21.36902604463313,↗,★,↗,1.6010928961748634,False,china_equity,1.0,True,-,0618_B,14.00778210116731,1,22.658294086865503,2,√×√,日经225|科创50
2026-06-30,159949.SZ,创业板50,2.022,2.095,2.018,2.088,10070302,2079100932.698,6.422018348623859,1.9861999999999997,1.8503166666666668,5.125365018628547,↗,★,↗,1.6148491879350348,False,china_equity,1.0,True,-,0616_B,3.77733598409542,3,20.42201834862386,3,×√×,日经225|科创50
2026-06-30,159338.SZ,中证A500,1.318,1.346,1.318,1.344,26095802,3481932283.449,2.9096477794793296,1.2998,1.2788,3.4005231574088413,↗,★,↗,1.44206008583691,False,china_equity,1.0,True,-,0625_B,2.673796791443861,4,16.90964777947933,4,×××,日经225|科创50
2026-06-30,164824.SZ,印度,1.305,1.306,1.296,1.298,168134,21865425.584,0.9331259720062324,1.2848,1.2903166666666666,1.0273972602739878,↗,-,↗,1.2577519379844961,True,overseas_equity,1.0,True,-,0625_B,-0.5363984674329414,6,11.933125972006232,5,×××,日经225|科创50
2026-06-30,563300.SH,中证2000,1.562,1.61,1.552,1.609,3746817,596647757.0,1.7067003792667457,1.5754000000000001,1.5617666666666667,2.1327916719563245,↗,★,↗,1.63184584178499,False,china_equity,1.0,True,-,0629_S,-,5,-987.2932996207333,6,×××,日经225|科创50
2026-06-30,511380.SH,可转债,13.799,13.967,13.79,13.954,5322205,7402921256.0,-0.3854940034266008,13.970499999999998,14.103816666666667,-0.11810600909056834,↘,●,↗,1.342763664357198,False,bond,1.0,True,0630_S,0630_S,-,7,-1017.3854940034266,7,×××,日经225|科创50
2026-06-30,513100.SH,纳指,2.211,2.214,2.2,2.204,2897348,639505577.0,-0.8547008547008406,2.2138999999999998,2.063216666666667,-0.4471746691358969,↘,●,↘,2.542099192618224,True,overseas_equity,1.0,True,0630_S,0630_S,-,8,-1019.8547008547008,8,×××,日经225|科创50
2026-06-30,520830.SH,沙特,0.887,0.888,0.884,0.885,236606,20944863.0,-2.3178807947019875,0.8994500000000001,0.9144166666666667,-1.6065373283673412,↘,●,↘,0.820964749536178,True,overseas_equity,1.0,True,0630_S,0630_S,-,9,-1021.317880794702,9,×××,日经225|科创50
2026-06-30,159985.SZ,豆粕,1.999,2.0,1.984,1.985,564231,112391094.7,-4.013539651837528,2.0097499999999995,2.075416666666667,-1.2314964547828988,↘,●,↘,1.5544244322631169,False,commodity,1.0,True,0630_S,0630_S,-,10,-1023.0135396518375,10,×××,日经225|科创50
2026-06-30,513030.SH,德国,1.744,1.752,1.744,1.749,319605,55851244.0,-4.426229508196721,1.7713999999999999,1.7861666666666665,-1.2645365247826446,↘,●,↘,1.532865907099036,True,overseas_equity,1.0,True,0630_S,0630_S,-,11,-1023.4262295081967,11,×××,日经225|科创50
2026-06-30,162411.SZ,华宝油气,0.819,0.821,0.817,0.821,276677,22643807.771,-4.866743916570105,0.8452500000000001,0.8840166666666668,-2.8689736764271,↘,●,↘,2.802047781569966,True,commodity_equity,1.0,True,0630_S,0630_S,-,12,-1023.8667439165702,12,×××,日经225|科创50
2026-06-30,512890.SH,红利低波,1.087,1.087,1.063,1.067,9762906,1045638326.0,-7.21739130434782,1.1360999999999999,1.1645166666666669,-6.082211072968924,↘,●,↘,1.6166666666666665,False,china_equity,1.0,True,0630_S,0630_S,-,13,-1026.2173913043478,13,×××,日经225|科创50
2026-06-30,518880.SH,黄金,8.262,8.389,8.224,8.378,4192779,3473352887.0,-10.347779561262715,8.805299999999999,9.436233333333332,-4.852759133703555,↘,●,↘,2.1471040492055358,False,commodity,1.0,True,0630_S,0630_S,-,14,-1029.3477795612628,14,×××,日经225|科创50
2026-06-30,513050.SH,中概互联网,0.978,0.986,0.964,0.979,18677517,1819865870.0,-13.055062166962694,1.05925,1.14815,-7.576115175831966,↘,●,↘,0.4693192713326942,True,overseas_equity,1.0,True,0630_S,0630_S,-,15,-1032.0550621669627,15,×××,日经225|科创50
