lookback,case_count,docx_count,manual_count,overall_exact_rate,overall_hit_rate,docx_exact_rate,docx_hit_rate,manual_exact_rate,manual_hit_rate,manual_signal_hit_rate,manual_action_hit_rate
20,42,34,8,0.42857142857142855,0.7023809523809523,0.4411764705882353,0.7205882352941176,0.375,0.625,0.4444444444444444,0.3333333333333333
23,42,34,8,0.5476190476190477,0.7738095238095238,0.47058823529411764,0.7352941176470589,0.875,0.9375,0.4444444444444444,0.2222222222222222
