date,code,name,weight,strategy_weight,position_scale
2022-01-24,162411.SZ,华宝油气,0.25,0.5,0.5
2022-01-24,512890.SH,红利低波,0.25,0.5,0.5
2022-01-25,512890.SH,红利低波,0.25,0.5,0.5
2022-01-25,162411.SZ,华宝油气,0.25,0.5,0.5
2022-01-26,162411.SZ,华宝油气,0.25,0.5,0.5
2022-01-26,159985.SZ,豆粕,0.25,0.5,0.5
2022-01-27,162411.SZ,华宝油气,0.25,0.5,0.5
2022-01-27,511380.SH,可转债,0.25,0.5,0.5
2022-01-28,162411.SZ,华宝油气,0.25,0.5,0.5
2022-01-28,159985.SZ,豆粕,0.25,0.5,0.5
2022-02-07,162411.SZ,华宝油气,0.25,0.5,0.5
2022-02-07,159985.SZ,豆粕,0.25,0.5,0.5
2022-02-08,162411.SZ,华宝油气,0.25,0.5,0.5
2022-02-08,159985.SZ,豆粕,0.25,0.5,0.5
2022-02-09,162411.SZ,华宝油气,0.25,0.5,0.5
2022-02-09,159985.SZ,豆粕,0.25,0.5,0.5
2022-02-10,159985.SZ,豆粕,0.25,0.5,0.5
2022-02-10,162411.SZ,华宝油气,0.25,0.5,0.5
2022-02-11,159985.SZ,豆粕,0.25,0.5,0.5
2022-02-11,162411.SZ,华宝油气,0.25,0.5,0.5
2022-02-14,159985.SZ,豆粕,0.25,0.5,0.5
2022-02-14,162411.SZ,华宝油气,0.25,0.5,0.5
2022-02-15,162411.SZ,华宝油气,0.25,0.5,0.5
2022-02-15,159985.SZ,豆粕,0.25,0.5,0.5
2022-02-16,159985.SZ,豆粕,0.25,0.5,0.5
2022-02-16,162411.SZ,华宝油气,0.25,0.5,0.5
2022-02-17,159985.SZ,豆粕,0.25,0.5,0.5
2022-02-17,162411.SZ,华宝油气,0.25,0.5,0.5
2022-02-18,159985.SZ,豆粕,0.25,0.5,0.5
2022-02-18,162411.SZ,华宝油气,0.25,0.5,0.5
2022-02-21,159985.SZ,豆粕,0.25,0.5,0.5
2022-02-21,162411.SZ,华宝油气,0.25,0.5,0.5
2022-02-22,159985.SZ,豆粕,0.25,0.5,0.5
2022-02-22,518880.SH,黄金,0.25,0.5,0.5
2022-02-23,159985.SZ,豆粕,0.25,0.5,0.5
2022-02-23,518880.SH,黄金,0.25,0.5,0.5
2022-02-24,159985.SZ,豆粕,0.25,0.5,0.5
2022-02-24,518880.SH,黄金,0.25,0.5,0.5
2022-02-25,159985.SZ,豆粕,0.25,0.5,0.5
2022-02-25,518880.SH,黄金,0.25,0.5,0.5
2022-02-28,159985.SZ,豆粕,0.25,0.5,0.5
2022-02-28,518880.SH,黄金,0.25,0.5,0.5
2022-03-01,159985.SZ,豆粕,0.25,0.5,0.5
2022-03-01,518880.SH,黄金,0.25,0.5,0.5
2022-03-02,159985.SZ,豆粕,0.25,0.5,0.5
2022-03-02,518880.SH,黄金,0.25,0.5,0.5
2022-03-03,159985.SZ,豆粕,0.25,0.5,0.5
2022-03-03,518880.SH,黄金,0.25,0.5,0.5
2022-03-04,159985.SZ,豆粕,0.25,0.5,0.5
2022-03-04,162411.SZ,华宝油气,0.25,0.5,0.5
2022-03-07,159985.SZ,豆粕,0.25,0.5,0.5
2022-03-07,162411.SZ,华宝油气,0.25,0.5,0.5
2022-03-08,159985.SZ,豆粕,0.25,0.5,0.5
2022-03-08,162411.SZ,华宝油气,0.25,0.5,0.5
2022-03-09,159985.SZ,豆粕,0.25,0.5,0.5
2022-03-09,162411.SZ,华宝油气,0.25,0.5,0.5
2022-03-10,159985.SZ,豆粕,0.25,0.5,0.5
2022-03-10,162411.SZ,华宝油气,0.25,0.5,0.5
2022-03-11,159985.SZ,豆粕,0.25,0.5,0.5
2022-03-11,162411.SZ,华宝油气,0.25,0.5,0.5
2022-03-14,159985.SZ,豆粕,0.25,0.5,0.5
2022-03-14,162411.SZ,华宝油气,0.25,0.5,0.5
2022-03-15,159985.SZ,豆粕,0.25,0.5,0.5
2022-03-15,162411.SZ,华宝油气,0.25,0.5,0.5
2022-03-16,159985.SZ,豆粕,0.25,0.5,0.5
2022-03-16,162411.SZ,华宝油气,0.25,0.5,0.5
2022-03-17,159985.SZ,豆粕,0.25,0.5,0.5
2022-03-17,162411.SZ,华宝油气,0.25,0.5,0.5
2022-03-18,159985.SZ,豆粕,0.25,0.5,0.5
2022-03-18,162411.SZ,华宝油气,0.25,0.5,0.5
2022-03-21,162411.SZ,华宝油气,0.25,0.5,0.5
2022-03-21,159985.SZ,豆粕,0.25,0.5,0.5
2022-03-22,159985.SZ,豆粕,0.25,0.5,0.5
2022-03-22,162411.SZ,华宝油气,0.25,0.5,0.5
2022-03-23,159985.SZ,豆粕,0.25,0.5,0.5
2022-03-23,162411.SZ,华宝油气,0.25,0.5,0.5
2022-03-24,159985.SZ,豆粕,0.25,0.5,0.5
2022-03-24,162411.SZ,华宝油气,0.25,0.5,0.5
2022-03-25,162411.SZ,华宝油气,0.25,0.5,0.5
2022-03-25,159985.SZ,豆粕,0.25,0.5,0.5
2022-03-28,162411.SZ,华宝油气,0.25,0.5,0.5
2022-03-28,159985.SZ,豆粕,0.25,0.5,0.5
2022-03-29,162411.SZ,华宝油气,0.25,0.5,0.5
2022-03-29,159985.SZ,豆粕,0.25,0.5,0.5
2022-03-30,162411.SZ,华宝油气,0.25,0.5,0.5
2022-03-30,159985.SZ,豆粕,0.25,0.5,0.5
2022-03-31,162411.SZ,华宝油气,0.25,0.5,0.5
2022-03-31,159985.SZ,豆粕,0.25,0.5,0.5
2022-04-01,162411.SZ,华宝油气,0.5,1.0,0.5
2022-04-06,162411.SZ,华宝油气,0.25,0.5,0.5
2022-04-06,512890.SH,红利低波,0.25,0.5,0.5
2022-04-07,162411.SZ,华宝油气,0.25,0.5,0.5
2022-04-07,512890.SH,红利低波,0.25,0.5,0.5
2022-04-08,162411.SZ,华宝油气,0.25,0.5,0.5
2022-04-08,512890.SH,红利低波,0.25,0.5,0.5
2022-04-11,162411.SZ,华宝油气,0.25,0.5,0.5
2022-04-11,512890.SH,红利低波,0.25,0.5,0.5
2022-04-12,162411.SZ,华宝油气,0.25,0.5,0.5
2022-04-12,512890.SH,红利低波,0.25,0.5,0.5
2022-04-13,162411.SZ,华宝油气,0.25,0.5,0.5
2022-04-13,512890.SH,红利低波,0.25,0.5,0.5
2022-04-14,162411.SZ,华宝油气,0.25,0.5,0.5
2022-04-14,512890.SH,红利低波,0.25,0.5,0.5
2022-04-15,162411.SZ,华宝油气,0.25,0.5,0.5
2022-04-15,512890.SH,红利低波,0.25,0.5,0.5
2022-04-18,162411.SZ,华宝油气,0.25,0.5,0.5
2022-04-18,512890.SH,红利低波,0.25,0.5,0.5
2022-04-19,162411.SZ,华宝油气,0.25,0.5,0.5
2022-04-19,512890.SH,红利低波,0.25,0.5,0.5
2022-04-20,162411.SZ,华宝油气,0.25,0.5,0.5
2022-04-20,512890.SH,红利低波,0.25,0.5,0.5
2022-04-21,162411.SZ,华宝油气,0.25,0.5,0.5
2022-04-21,512890.SH,红利低波,0.25,0.5,0.5
2022-04-22,162411.SZ,华宝油气,0.25,0.5,0.5
2022-04-22,164824.SZ,印度,0.25,0.5,0.5
2022-04-25,162411.SZ,华宝油气,0.25,0.5,0.5
2022-04-25,164824.SZ,印度,0.25,0.5,0.5
2022-04-26,162411.SZ,华宝油气,0.25,0.5,0.5
2022-04-26,164824.SZ,印度,0.25,0.5,0.5
2022-04-27,164824.SZ,印度,0.25,0.5,0.5
2022-04-27,162411.SZ,华宝油气,0.25,0.5,0.5
2022-04-28,164824.SZ,印度,0.5,1.0,0.5
2022-04-29,164824.SZ,印度,0.5,1.0,0.5
2022-05-05,164824.SZ,印度,0.25,0.5,0.5
2022-05-05,162411.SZ,华宝油气,0.25,0.5,0.5
2022-05-06,162411.SZ,华宝油气,0.25,0.5,0.5
2022-05-06,164824.SZ,印度,0.25,0.5,0.5
2022-05-09,162411.SZ,华宝油气,0.25,0.5,0.5
2022-05-09,518880.SH,黄金,0.25,0.5,0.5
2022-05-10,162411.SZ,华宝油气,0.25,0.5,0.5
2022-05-10,518880.SH,黄金,0.25,0.5,0.5
2022-05-11,518880.SH,黄金,0.5,1.0,0.5
2022-05-12,518880.SH,黄金,0.5,1.0,0.5
2022-05-13,518880.SH,黄金,0.5,1.0,0.5
2022-05-16,159985.SZ,豆粕,0.5,1.0,0.5
2022-05-17,159985.SZ,豆粕,0.25,0.5,0.5
2022-05-17,162411.SZ,华宝油气,0.25,0.5,0.5
2022-05-18,162411.SZ,华宝油气,0.25,0.5,0.5
2022-05-18,159985.SZ,豆粕,0.25,0.5,0.5
2022-05-19,162411.SZ,华宝油气,0.25,0.5,0.5
2022-05-19,159985.SZ,豆粕,0.25,0.5,0.5
2022-05-20,162411.SZ,华宝油气,0.25,0.5,0.5
2022-05-20,159985.SZ,豆粕,0.25,0.5,0.5
2022-05-23,159985.SZ,豆粕,0.25,0.5,0.5
2022-05-23,513050.SH,中概互联网,0.25,0.5,0.5
2022-05-24,159985.SZ,豆粕,0.25,0.5,0.5
2022-05-24,162411.SZ,华宝油气,0.25,0.5,0.5
2022-05-25,159985.SZ,豆粕,0.25,0.5,0.5
2022-05-25,162411.SZ,华宝油气,0.25,0.5,0.5
2022-05-26,162411.SZ,华宝油气,0.25,0.5,0.5
2022-05-26,159985.SZ,豆粕,0.25,0.5,0.5
2022-05-27,162411.SZ,华宝油气,0.25,0.5,0.5
2022-05-27,159985.SZ,豆粕,0.25,0.5,0.5
2022-05-30,162411.SZ,华宝油气,0.25,0.5,0.5
2022-05-30,159985.SZ,豆粕,0.25,0.5,0.5
2022-05-31,162411.SZ,华宝油气,0.25,0.5,0.5
2022-05-31,513050.SH,中概互联网,0.25,0.5,0.5
2022-06-01,513050.SH,中概互联网,0.25,0.5,0.5
2022-06-01,162411.SZ,华宝油气,0.25,0.5,0.5
2022-06-02,162411.SZ,华宝油气,0.25,0.5,0.5
2022-06-02,513050.SH,中概互联网,0.25,0.5,0.5
2022-06-06,162411.SZ,华宝油气,0.25,0.5,0.5
2022-06-06,513050.SH,中概互联网,0.25,0.5,0.5
2022-06-07,162411.SZ,华宝油气,0.25,0.5,0.5
2022-06-07,513050.SH,中概互联网,0.25,0.5,0.5
2022-06-08,162411.SZ,华宝油气,0.25,0.5,0.5
2022-06-08,513050.SH,中概互联网,0.25,0.5,0.5
2022-06-09,162411.SZ,华宝油气,0.25,0.5,0.5
2022-06-09,513050.SH,中概互联网,0.25,0.5,0.5
2022-06-10,162411.SZ,华宝油气,0.25,0.5,0.5
2022-06-10,513050.SH,中概互联网,0.25,0.5,0.5
2022-06-13,162411.SZ,华宝油气,0.25,0.5,0.5
2022-06-13,513050.SH,中概互联网,0.25,0.5,0.5
2022-06-14,513050.SH,中概互联网,0.25,0.5,0.5
2022-06-14,162411.SZ,华宝油气,0.25,0.5,0.5
2022-06-15,513050.SH,中概互联网,0.25,0.5,0.5
2022-06-15,162411.SZ,华宝油气,0.25,0.5,0.5
2022-06-16,513050.SH,中概互联网,0.25,0.5,0.5
2022-06-16,162411.SZ,华宝油气,0.25,0.5,0.5
2022-06-17,513050.SH,中概互联网,0.25,0.5,0.5
2022-06-17,162411.SZ,华宝油气,0.25,0.5,0.5
2022-06-20,513050.SH,中概互联网,0.25,0.5,0.5
2022-06-20,159949.SZ,创业板50,0.25,0.5,0.5
2022-06-21,159949.SZ,创业板50,0.25,0.5,0.5
2022-06-21,513050.SH,中概互联网,0.25,0.5,0.5
2022-06-22,513050.SH,中概互联网,0.25,0.5,0.5
2022-06-22,159949.SZ,创业板50,0.25,0.5,0.5
2022-06-23,159949.SZ,创业板50,0.25,0.5,0.5
2022-06-23,513050.SH,中概互联网,0.25,0.5,0.5
2022-06-24,159949.SZ,创业板50,0.25,0.5,0.5
2022-06-24,513050.SH,中概互联网,0.25,0.5,0.5
2022-06-27,159949.SZ,创业板50,0.25,0.5,0.5
2022-06-27,513050.SH,中概互联网,0.25,0.5,0.5
2022-06-28,159949.SZ,创业板50,0.25,0.5,0.5
2022-06-28,513050.SH,中概互联网,0.25,0.5,0.5
2022-06-29,159949.SZ,创业板50,0.25,0.5,0.5
2022-06-29,513050.SH,中概互联网,0.25,0.5,0.5
2022-06-30,159949.SZ,创业板50,0.25,0.5,0.5
2022-06-30,513050.SH,中概互联网,0.25,0.5,0.5
2022-07-01,159949.SZ,创业板50,0.25,0.5,0.5
2022-07-01,513050.SH,中概互联网,0.25,0.5,0.5
2022-07-04,159949.SZ,创业板50,0.25,0.5,0.5
2022-07-04,513050.SH,中概互联网,0.25,0.5,0.5
2022-07-05,159949.SZ,创业板50,0.25,0.5,0.5
2022-07-05,513050.SH,中概互联网,0.25,0.5,0.5
2022-07-06,159949.SZ,创业板50,0.25,0.5,0.5
2022-07-06,513050.SH,中概互联网,0.25,0.5,0.5
2022-07-07,159949.SZ,创业板50,0.25,0.5,0.5
2022-07-07,513050.SH,中概互联网,0.25,0.5,0.5
2022-07-08,159949.SZ,创业板50,0.25,0.5,0.5
2022-07-08,513050.SH,中概互联网,0.25,0.5,0.5
2022-07-11,159949.SZ,创业板50,0.25,0.5,0.5
2022-07-11,513050.SH,中概互联网,0.25,0.5,0.5
2022-07-12,159949.SZ,创业板50,1.0,1.0,1.0
2022-07-13,159949.SZ,创业板50,1.0,1.0,1.0
2022-07-14,159949.SZ,创业板50,1.0,1.0,1.0
2022-07-15,159949.SZ,创业板50,1.0,1.0,1.0
2022-07-18,159949.SZ,创业板50,1.0,1.0,1.0
2022-07-19,159949.SZ,创业板50,0.5,0.5,1.0
2022-07-19,164824.SZ,印度,0.5,0.5,1.0
2022-07-20,164824.SZ,印度,0.5,0.5,1.0
2022-07-20,159949.SZ,创业板50,0.5,0.5,1.0
2022-07-21,164824.SZ,印度,0.5,0.5,1.0
2022-07-21,159949.SZ,创业板50,0.5,0.5,1.0
2022-07-22,164824.SZ,印度,0.5,0.5,1.0
2022-07-22,588000.SH,科创50,0.5,0.5,1.0
2022-07-25,164824.SZ,印度,1.0,1.0,1.0
2022-07-26,164824.SZ,印度,1.0,1.0,1.0
2022-07-27,164824.SZ,印度,0.5,0.5,1.0
2022-07-27,511380.SH,可转债,0.5,0.5,1.0
2022-07-28,511380.SH,可转债,0.5,0.5,1.0
2022-07-28,164824.SZ,印度,0.5,0.5,1.0
2022-07-29,164824.SZ,印度,0.5,0.5,1.0
2022-07-29,511380.SH,可转债,0.5,0.5,1.0
2022-08-01,164824.SZ,印度,0.5,0.5,1.0
2022-08-01,162411.SZ,华宝油气,0.5,0.5,1.0
2022-08-02,162411.SZ,华宝油气,0.5,0.5,1.0
2022-08-02,164824.SZ,印度,0.5,0.5,1.0
2022-08-03,164824.SZ,印度,0.5,0.5,1.0
2022-08-03,162411.SZ,华宝油气,0.5,0.5,1.0
2022-08-04,164824.SZ,印度,0.5,0.5,1.0
2022-08-04,162411.SZ,华宝油气,0.5,0.5,1.0
2022-08-05,164824.SZ,印度,0.5,0.5,1.0
2022-08-05,162411.SZ,华宝油气,0.5,0.5,1.0
2022-08-08,164824.SZ,印度,0.5,0.5,1.0
2022-08-08,162411.SZ,华宝油气,0.5,0.5,1.0
2022-08-09,164824.SZ,印度,0.5,0.5,1.0
2022-08-09,162411.SZ,华宝油气,0.5,0.5,1.0
2022-08-10,164824.SZ,印度,0.5,0.5,1.0
2022-08-10,162411.SZ,华宝油气,0.5,0.5,1.0
2022-08-11,162411.SZ,华宝油气,0.5,0.5,1.0
2022-08-11,164824.SZ,印度,0.5,0.5,1.0
2022-08-12,162411.SZ,华宝油气,0.5,0.5,1.0
2022-08-12,164824.SZ,印度,0.5,0.5,1.0
2022-08-15,162411.SZ,华宝油气,0.5,0.5,1.0
2022-08-15,164824.SZ,印度,0.5,0.5,1.0
2022-08-16,162411.SZ,华宝油气,0.5,0.5,1.0
2022-08-16,164824.SZ,印度,0.5,0.5,1.0
2022-08-17,162411.SZ,华宝油气,0.5,0.5,1.0
2022-08-17,164824.SZ,印度,0.5,0.5,1.0
2022-08-18,162411.SZ,华宝油气,0.5,0.5,1.0
2022-08-18,164824.SZ,印度,0.5,0.5,1.0
2022-08-19,162411.SZ,华宝油气,0.5,0.5,1.0
2022-08-19,164824.SZ,印度,0.5,0.5,1.0
2022-08-22,162411.SZ,华宝油气,0.5,0.5,1.0
2022-08-22,164824.SZ,印度,0.5,0.5,1.0
2022-08-23,162411.SZ,华宝油气,0.5,0.5,1.0
2022-08-23,164824.SZ,印度,0.5,0.5,1.0
2022-08-24,162411.SZ,华宝油气,0.5,0.5,1.0
2022-08-24,164824.SZ,印度,0.5,0.5,1.0
2022-08-25,162411.SZ,华宝油气,0.5,0.5,1.0
2022-08-25,164824.SZ,印度,0.5,0.5,1.0
2022-08-26,162411.SZ,华宝油气,0.5,0.5,1.0
2022-08-26,164824.SZ,印度,0.5,0.5,1.0
2022-08-29,162411.SZ,华宝油气,0.5,0.5,1.0
2022-08-29,164824.SZ,印度,0.5,0.5,1.0
2022-08-30,162411.SZ,华宝油气,0.5,0.5,1.0
2022-08-30,164824.SZ,印度,0.5,0.5,1.0
2022-08-31,162411.SZ,华宝油气,0.5,0.5,1.0
2022-08-31,164824.SZ,印度,0.5,0.5,1.0
2022-09-01,162411.SZ,华宝油气,0.5,0.5,1.0
2022-09-01,164824.SZ,印度,0.5,0.5,1.0
2022-09-02,162411.SZ,华宝油气,0.5,0.5,1.0
2022-09-02,164824.SZ,印度,0.5,0.5,1.0
2022-09-05,162411.SZ,华宝油气,0.25,0.5,0.5
2022-09-05,164824.SZ,印度,0.25,0.5,0.5
2022-09-06,162411.SZ,华宝油气,0.25,0.5,0.5
2022-09-06,164824.SZ,印度,0.25,0.5,0.5
2022-09-07,162411.SZ,华宝油气,0.25,0.5,0.5
2022-09-07,164824.SZ,印度,0.25,0.5,0.5
2022-09-08,164824.SZ,印度,0.25,0.5,0.5
2022-09-08,162411.SZ,华宝油气,0.25,0.5,0.5
2022-09-09,164824.SZ,印度,0.25,0.5,0.5
2022-09-09,162411.SZ,华宝油气,0.25,0.5,0.5
2022-09-13,164824.SZ,印度,0.25,0.5,0.5
2022-09-13,162411.SZ,华宝油气,0.25,0.5,0.5
2022-09-14,162411.SZ,华宝油气,0.25,0.5,0.5
2022-09-14,164824.SZ,印度,0.25,0.5,0.5
2022-09-15,164824.SZ,印度,0.25,0.5,0.5
2022-09-15,162411.SZ,华宝油气,0.25,0.5,0.5
2022-09-16,162411.SZ,华宝油气,0.25,0.5,0.5
2022-09-16,164824.SZ,印度,0.25,0.5,0.5
2022-09-19,164824.SZ,印度,0.25,0.5,0.5
2022-09-19,162411.SZ,华宝油气,0.25,0.5,0.5
2022-09-20,164824.SZ,印度,0.5,1.0,0.5
2022-09-21,164824.SZ,印度,0.5,1.0,0.5
2022-09-22,164824.SZ,印度,0.25,0.5,0.5
2022-09-22,512890.SH,红利低波,0.25,0.5,0.5
2022-09-23,512890.SH,红利低波,0.5,1.0,0.5
2022-09-26,512890.SH,红利低波,0.5,1.0,0.5
2022-10-14,162411.SZ,华宝油气,0.5,1.0,0.5
2022-10-17,162411.SZ,华宝油气,0.5,1.0,0.5
2022-10-18,162411.SZ,华宝油气,0.5,1.0,0.5
2022-10-19,162411.SZ,华宝油气,0.5,1.0,0.5
2022-10-20,162411.SZ,华宝油气,0.5,1.0,0.5
2022-10-21,162411.SZ,华宝油气,0.5,1.0,0.5
2022-10-24,162411.SZ,华宝油气,0.5,1.0,0.5
2022-10-25,162411.SZ,华宝油气,0.25,0.5,0.5
2022-10-25,513030.SH,德国,0.25,0.5,0.5
2022-10-26,162411.SZ,华宝油气,0.25,0.5,0.5
2022-10-26,513030.SH,德国,0.25,0.5,0.5
2022-10-27,162411.SZ,华宝油气,0.25,0.5,0.5
2022-10-27,513030.SH,德国,0.25,0.5,0.5
2022-10-28,162411.SZ,华宝油气,0.25,0.5,0.5
2022-10-28,513030.SH,德国,0.25,0.5,0.5
2022-10-31,162411.SZ,华宝油气,0.25,0.5,0.5
2022-10-31,513030.SH,德国,0.25,0.5,0.5
2022-11-01,162411.SZ,华宝油气,0.25,0.5,0.5
2022-11-01,513030.SH,德国,0.25,0.5,0.5
2022-11-02,162411.SZ,华宝油气,0.25,0.5,0.5
2022-11-02,513030.SH,德国,0.25,0.5,0.5
2022-11-03,162411.SZ,华宝油气,0.25,0.5,0.5
2022-11-03,513030.SH,德国,0.25,0.5,0.5
2022-11-04,162411.SZ,华宝油气,0.25,0.5,0.5
2022-11-04,513030.SH,德国,0.25,0.5,0.5
2022-11-07,162411.SZ,华宝油气,0.25,0.5,0.5
2022-11-07,513030.SH,德国,0.25,0.5,0.5
2022-11-08,162411.SZ,华宝油气,0.25,0.5,0.5
2022-11-08,513030.SH,德国,0.25,0.5,0.5
2022-11-09,162411.SZ,华宝油气,0.25,0.5,0.5
2022-11-09,513030.SH,德国,0.25,0.5,0.5
2022-11-10,162411.SZ,华宝油气,0.25,0.5,0.5
2022-11-10,513030.SH,德国,0.25,0.5,0.5
2022-11-11,162411.SZ,华宝油气,0.25,0.5,0.5
2022-11-11,513030.SH,德国,0.25,0.5,0.5
2022-11-14,162411.SZ,华宝油气,0.25,0.5,0.5
2022-11-14,513030.SH,德国,0.25,0.5,0.5
2022-11-15,513030.SH,德国,0.25,0.5,0.5
2022-11-15,162411.SZ,华宝油气,0.25,0.5,0.5
2022-11-16,513030.SH,德国,0.25,0.5,0.5
2022-11-16,162411.SZ,华宝油气,0.25,0.5,0.5
2022-11-17,513030.SH,德国,0.25,0.5,0.5
2022-11-17,162411.SZ,华宝油气,0.25,0.5,0.5
2022-11-18,513030.SH,德国,0.25,0.5,0.5
2022-11-18,162411.SZ,华宝油气,0.25,0.5,0.5
2022-11-21,513030.SH,德国,0.25,0.5,0.5
2022-11-21,162411.SZ,华宝油气,0.25,0.5,0.5
2022-11-22,513030.SH,德国,0.25,0.5,0.5
2022-11-22,162411.SZ,华宝油气,0.25,0.5,0.5
2022-11-23,513030.SH,德国,0.25,0.5,0.5
2022-11-23,162411.SZ,华宝油气,0.25,0.5,0.5
2022-11-24,513030.SH,德国,0.25,0.5,0.5
2022-11-24,162411.SZ,华宝油气,0.25,0.5,0.5
2022-11-25,513030.SH,德国,0.25,0.5,0.5
2022-11-25,164824.SZ,印度,0.25,0.5,0.5
2022-11-28,513030.SH,德国,0.25,0.5,0.5
2022-11-28,164824.SZ,印度,0.25,0.5,0.5
2022-11-29,513030.SH,德国,0.25,0.5,0.5
2022-11-29,164824.SZ,印度,0.25,0.5,0.5
2022-11-30,513030.SH,德国,0.25,0.5,0.5
2022-11-30,513050.SH,中概互联网,0.25,0.5,0.5
2022-12-01,513050.SH,中概互联网,0.25,0.5,0.5
2022-12-01,513030.SH,德国,0.25,0.5,0.5
2022-12-02,513050.SH,中概互联网,0.25,0.5,0.5
2022-12-02,513030.SH,德国,0.25,0.5,0.5
2022-12-05,513050.SH,中概互联网,0.25,0.5,0.5
2022-12-05,513030.SH,德国,0.25,0.5,0.5
2022-12-06,513050.SH,中概互联网,0.25,0.5,0.5
2022-12-06,513030.SH,德国,0.25,0.5,0.5
2022-12-07,513050.SH,中概互联网,0.25,0.5,0.5
2022-12-07,513030.SH,德国,0.25,0.5,0.5
2022-12-08,513050.SH,中概互联网,0.25,0.5,0.5
2022-12-08,513030.SH,德国,0.25,0.5,0.5
2022-12-09,513050.SH,中概互联网,0.25,0.5,0.5
2022-12-09,513030.SH,德国,0.25,0.5,0.5
2022-12-12,513050.SH,中概互联网,0.25,0.5,0.5
2022-12-12,513030.SH,德国,0.25,0.5,0.5
2022-12-13,513050.SH,中概互联网,0.25,0.5,0.5
2022-12-13,513030.SH,德国,0.25,0.5,0.5
2022-12-14,513050.SH,中概互联网,0.25,0.5,0.5
2022-12-14,513030.SH,德国,0.25,0.5,0.5
2022-12-15,513050.SH,中概互联网,0.25,0.5,0.5
2022-12-15,513030.SH,德国,0.25,0.5,0.5
2022-12-16,513050.SH,中概互联网,0.25,0.5,0.5
2022-12-16,513030.SH,德国,0.25,0.5,0.5
2022-12-19,513050.SH,中概互联网,0.25,0.5,0.5
2022-12-19,159985.SZ,豆粕,0.25,0.5,0.5
2022-12-20,513050.SH,中概互联网,0.25,0.5,0.5
2022-12-20,159985.SZ,豆粕,0.25,0.5,0.5
2022-12-21,159985.SZ,豆粕,0.25,0.5,0.5
2022-12-21,513050.SH,中概互联网,0.25,0.5,0.5
2022-12-22,159985.SZ,豆粕,0.25,0.5,0.5
2022-12-22,513050.SH,中概互联网,0.25,0.5,0.5
2022-12-23,513050.SH,中概互联网,0.25,0.5,0.5
2022-12-23,159985.SZ,豆粕,0.25,0.5,0.5
2022-12-26,159985.SZ,豆粕,0.25,0.5,0.5
2022-12-26,513050.SH,中概互联网,0.25,0.5,0.5
2022-12-27,159985.SZ,豆粕,0.25,0.5,0.5
2022-12-27,513050.SH,中概互联网,0.25,0.5,0.5
2022-12-28,513050.SH,中概互联网,0.25,0.5,0.5
2022-12-28,159985.SZ,豆粕,0.25,0.5,0.5
2022-12-29,513050.SH,中概互联网,0.25,0.5,0.5
2022-12-29,159985.SZ,豆粕,0.25,0.5,0.5
2022-12-30,159985.SZ,豆粕,0.25,0.5,0.5
2022-12-30,513050.SH,中概互联网,0.25,0.5,0.5
2023-01-03,159985.SZ,豆粕,0.25,0.5,0.5
2023-01-03,513050.SH,中概互联网,0.25,0.5,0.5
2023-01-04,159985.SZ,豆粕,0.25,0.5,0.5
2023-01-04,513050.SH,中概互联网,0.25,0.5,0.5
2023-01-05,513050.SH,中概互联网,0.25,0.5,0.5
2023-01-05,159985.SZ,豆粕,0.25,0.5,0.5
2023-01-06,513050.SH,中概互联网,0.25,0.5,0.5
2023-01-06,159985.SZ,豆粕,0.25,0.5,0.5
2023-01-09,513050.SH,中概互联网,0.25,0.5,0.5
2023-01-09,159949.SZ,创业板50,0.25,0.5,0.5
2023-01-10,513050.SH,中概互联网,0.25,0.5,0.5
2023-01-10,159949.SZ,创业板50,0.25,0.5,0.5
2023-01-11,513050.SH,中概互联网,0.25,0.5,0.5
2023-01-11,159949.SZ,创业板50,0.25,0.5,0.5
2023-01-12,513050.SH,中概互联网,0.25,0.5,0.5
2023-01-12,159949.SZ,创业板50,0.25,0.5,0.5
2023-01-13,513050.SH,中概互联网,0.25,0.5,0.5
2023-01-13,159949.SZ,创业板50,0.25,0.5,0.5
2023-01-16,513050.SH,中概互联网,0.25,0.5,0.5
2023-01-16,159949.SZ,创业板50,0.25,0.5,0.5
2023-01-17,159949.SZ,创业板50,0.25,0.5,0.5
2023-01-17,513050.SH,中概互联网,0.25,0.5,0.5
2023-01-18,513050.SH,中概互联网,0.25,0.5,0.5
2023-01-18,159949.SZ,创业板50,0.25,0.5,0.5
2023-01-19,513050.SH,中概互联网,0.25,0.5,0.5
2023-01-19,159949.SZ,创业板50,0.25,0.5,0.5
2023-01-20,159949.SZ,创业板50,0.25,0.5,0.5
2023-01-20,513050.SH,中概互联网,0.25,0.5,0.5
2023-01-30,513050.SH,中概互联网,0.25,0.5,0.5
2023-01-30,159949.SZ,创业板50,0.25,0.5,0.5
2023-01-31,159949.SZ,创业板50,0.25,0.5,0.5
2023-01-31,513050.SH,中概互联网,0.25,0.5,0.5
2023-02-01,159949.SZ,创业板50,0.5,0.5,1.0
2023-02-01,513050.SH,中概互联网,0.5,0.5,1.0
2023-02-02,513050.SH,中概互联网,0.5,0.5,1.0
2023-02-02,159949.SZ,创业板50,0.5,0.5,1.0
2023-02-03,513050.SH,中概互联网,0.5,0.5,1.0
2023-02-03,159949.SZ,创业板50,0.5,0.5,1.0
2023-02-06,159949.SZ,创业板50,0.5,0.5,1.0
2023-02-06,513050.SH,中概互联网,0.5,0.5,1.0
